code,name
C-2103182,1 ML Vasopressin (USP) 20 UNT/ML Injection
C-212,SARS-COV-2 (COVID-19) vaccine  vector non-replicating  recombinant spike protein-Ad26  preservative free  0.5 mL
C-212446,Azithromycin 250mg
C-2157-6,Creatine kinase [Enzymatic activity/volume] in Serum or Plasma
C-225444004,At risk for suicide (finding)
C-2284960,remdesivir 100 MG Injection
C-232967006,Implantation of left ventricular assist device (procedure)
C-233604007,Pneumonia (disorder)
C-234466008,Acquired coagulation disorder (disorder)
C-235919008,Cholelithiasis
C-236931002,Methotrexate injection into tubal pregnancy
C-236974004,Instrumental delivery
C-238100,Lorazepam 2 MG/ML Injectable Solution
C-241834,cycloSPORINE  modified 100 MG Oral Capsule
C-243063003,Postoperative procedure education (procedure)
C-243174005,Weaning from mechanically assisted ventilation (procedure)
C-246677007,Passive conjunctival congestion (finding)
C-248595008,Sputum finding (finding)
C-249497008,Vomiting symptom (finding)
C-25037,cefdinir
C-25064002,Headache (finding)
C-256277009,Grass pollen (substance)
C-261352009,Face mask (physical object)
C-262574004,Bullet wound
C-264287008,Animal dander (substance)
C-26453-1,Red Blood Cell
C-26464-8,White Blood Cell (Elevated)
C-26515-7,Platelet Count
C-266934004,Transport problems (finding)
C-267036007,Dyspnea (finding)
C-267060006,Diarrhea symptom (finding)
C-267102003,Sore throat symptom (finding)
C-26763009,Controlled ventilation procedure and therapy  initiation and management (procedure)
C-26881-3,Interleukin 6 [Mass/volume] in Serum or Plasma
C-2703-7,Oxygen [Partial pressure] in Arterial blood
C-271280005,Removal of endotracheal tube (procedure)
C-271825005,Respiratory distress (finding)
C-2744-1,pH of Arterial blood
C-27942005,Shock (disorder)
C-281790008,Intravenous antibiotic therapy
C-287664005,Bilateral tubal ligation
C-288328004,Bee venom (substance)
C-29046,Lisinopril
C-302497006,Hemodialysis (procedure)
C-30385-9,RBC Distribution Width
C-30428-7,MCV
C-305340004,Admission to long stay hospital
C-305425002,Admission to neurosurgical department
C-305433001,Admission to trauma surgery department
C-308460,Azithromycin 250 MG Oral Tablet
C-308971,Carbamazepine[Tegretol]
C-309845,Diazepam 5 MG/ML Injectable Solution
C-311372,Loratadine 10 MG Oral Tablet
C-311700,Midazolam 1 MG/ML Injectable Solution
C-312615,predniSONE 20 MG Oral Tablet
C-313002,Sodium Chloride 9 MG/ML Injectable Solution
C-32413006,Transplantation of heart (procedure)
C-33037-3,Anion Gap
C-33959-8,Procalcitonin [Mass/volume] in Serum or Plasma
C-351266,buprenorphine 2 MG / naloxone 0.5 MG Sublingual Tablet
C-36955009,Loss of taste (finding)
C-38102005,Open Removal of Gall Bladder
C-384692006,Intracavitary brachytherapy (procedure)
C-386394001,Pregnancy termination care
C-386661006,Fever (finding)
C-387607004,Construction of diverting colostomy
C-389087006,Hypoxemia (disorder)
C-398254007,Preeclampsia
C-40095003,Injury of kidney (disorder)
C-40275004,Contact dermatitis
C-403192003,Third degree burn
C-40617009,Artificial respiration (procedure)
C-408512008,Body mass index 40+ - severely obese (finding)
C-408919008,Psychosocial care (regime/therapy)
C-422587007,Nausea (finding)
C-426701000119108,Ultrasonography of abdomen  right upper quadrant and epigastrium
C-42719-5,Total Bilirubin (Elevated)
C-429280009,History of amputation of foot (situation)
C-43060002,Intravenous injection (procedure)
C-433144002,Chronic kidney disease stage 3 (disorder)
C-43724002,Chill (finding)
C-445912000,Excision of fallopian tube and surgical removal of ectopic pregnancy
C-447759004,Brachytherapy of breast (procedure)
C-448417001,Sepsis caused by Staphylococcus aureus
C-448813005,Sepsis caused by Pseudomonas (disorder)
C-45595009,Laparoscopic Removal of Gall Bladder
C-45816000,Pyelonephritis
C-47200007,Non-low risk pregnancy
C-48065-7,Fibrin D-dimer FEU [Mass/volume] in Platelet poor plasma
C-48333001,Burn injury(morphologic abnormality)
C-483438,pregabalin 100 MG Oral Capsule
C-48387007,Incision of trachea (procedure)
C-49727002,Cough (finding)
C-52734007,Total replacement of hip
C-52765003,Intubation
C-542347,Isoflurane 999 MG/ML Inhalant Solution
C-54550000,Seizure Count Cerebral Cortex Electroencephalogram (EEG)
C-56018004,Wheezing (finding)
C-562366,desflurane 1000 MG/ML Inhalation Solution
C-5640,Ibuprofen
C-57676002,Joint pain (finding)
C-5902-2,Prothrombin time (PT)
C-5905-5,Monocytes/100 leukocytes in Blood by Automated count
C-596926,duloxetine 20 MG Delayed Release Oral Capsule
C-597195,Carboplatin 10 MG/ML Injectable Solution
C-60951000119105,Blindness due to type 2 diabetes mellitus (disorder)
C-609588000,Total knee replacement
C-61594008,Microbial culture (procedure)
C-6301-6,INR in Platelet poor plasma by Coagulation assay
C-65275009,Acute Cholecystitis
C-65710008,Oxygen Therapy
C-66857006,Hemoptysis (finding)
C-672149,lapatinib 250 MG Oral Tablet
C-67782005,Acute respiratory distress syndrome (disorder)
C-68235000,Nasal congestion (finding)
C-68962001,Muscle pain (finding)
C-698423002,History of disarticulation at wrist (situation)
C-698754002,Chronic paralysis due to lesion of spinal cord
C-703151001,History of single seizure (situation)
C-704-7,Basophils [#/volume] in Blood by Automated count
C-706-2,Basophils/100 leukocytes in Blood by Automated count
C-706870000,Acute pulmonary embolism (disorder)
C-711-2,Eosinophils [#/volume] in Blood by Automated count
C-713458007,Lack of access to transportation (finding)
C-713-8,Eosinophils/100 leukocytes in Blood by Automated count
C-714812005,Induced termination of pregnancy
C-727711,0.67 ML anakinra 149 MG/ML Prefilled Syringe
C-731-0,Lymphocytes [#/volume] in Blood by Automated count
C-736-9,Lymphocytes/100 leukocytes in Blood by Automated count
C-742-7,Monocytes [#/volume] in Blood by Automated count
C-751-8,Neutrophils [#/volume] in Blood by Automated count
C-770349000,Sepsis caused by virus (disorder)
C-770-8,Neutrophils/100 leukocytes in Blood by Automated count
C-782576004,Tree pollen (substance)
C-789980,Ampicillin 100 MG/ML Injectable Solution
C-79586000,Tubal pregnancy
C-79733001,Amputation of right leg
C-7984,Penicillin V
C-80382-5,Influenza virus A Ag [Presence] in Nasopharynx by Rapid immunoassay
C-80383-3,Influenza virus B Ag [Presence] in Nasopharynx by Rapid immunoassay
C-82078001,Take blood sample
C-833135,Milnacipran hydrochloride 100 MG Oral Tablet
C-840539006,COVID-19
C-840544004,Suspected COVID-19
C-84114007,Heart failure (disorder)
C-84229001,Fatigue (finding)
C-84489001,Mold (organism)
C-84757009,Epilepsy
C-854228,0.3 ML Enoxaparin sodium 100 MG/ML Prefilled Syringe
C-854235,0.4 ML Enoxaparin sodium 100 MG/ML Prefilled Syringe
C-854252,1 ML Enoxaparin sodium 150 MG/ML Prefilled Syringe
C-86175003,Injury of heart (disorder)
C-864706,methadone hydrochloride 10 MG Oral Tablet
C-865098,Insulin Lispro 100 UNT/ML Injectable Solution [Humalog]
C-87628006,Bacterial infectious disease (disorder)
C-876882001,Died in hospice (finding)
C-88039007,Transplant of lung (procedure)
C-897122,3 ML liraglutide 6 MG/ML Pen Injector
C-92130-4,Rhinovirus RNA [Presence] in Respiratory specimen by NAA with probe detection
C-92131-2,Respiratory syncytial virus RNA [Presence] in Respiratory specimen by NAA with probe detection
C-92134-6,Human metapneumovirus RNA [Presence] in Respiratory specimen by NAA with probe detection
C-92138-7,Parainfluenza virus 3 RNA [Presence] in Respiratory specimen by NAA with probe detection
C-92139-5,Parainfluenza virus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection
C-92140-3,Parainfluenza virus 1 RNA [Presence] in Respiratory specimen by NAA with probe detection
C-92141-1,Influenza virus B RNA [Presence] in Respiratory specimen by NAA with probe detection
C-92142-9,Influenza virus A RNA [Presence] in Respiratory specimen by NAA with probe detection
C-94040-3,Adenovirus A+B+C+D+E DNA [Presence] in Respiratory specimen by NAA with probe detection
C-94531-1,SARS-CoV-2 RNA Pnl Resp NAA+probe
C-978950,Natazia 28 Day Pack
C-979092,Hydroxychloroquine Sulfate 200 MG Oral Tablet
C-993452,1 ML denosumab 60 MG/ML Prefilled Syringe
C-997501,Fexofenadine hydrochloride 60 MG Oral Tablet
C-999998,Leronlimab 700 MG Injection
C-999999,Lenzilumab 200 MG IV
C-161621004,History of upper limb amputation (situation)
C-86849004,Suicidal deliberate poisoning
C-74857009,Hospital admission  short-term  24 hours
C-1658084,ado-trastuzumab emtansine 100 MG Injection
C-88848003,Psychiatric follow-up
C-260147004,House dust mite (organism)
C-90407005,Evaluation of psychiatric state of patient
C-13569004,Transfusion of plasma (procedure)
C-287182007,Attempted suicide - suffocation
C-190905008,Cystic Fibrosis
C-198767,Pancreatin 600 MG Oral Tablet
C-205532,Pulmozyme (Dornase Alfa)
C-232657004,Lung Transplant
C-287185009,Attempted suicide - cut/stab
C-313572,Vancomycin 50 MG/ML Injectable Solution
C-406602003,Infection caused by Staphylococcus aureus
C-427089005,Diabetes from Cystic Fibrosis
C-444260001,20 Gene mutation test
C-707418001,Male infertility due to cystic fibrosis (disorder)
C-86964003,Sweat Test
C-103746007,Heparin therapy (procedure)
C-1191222,naloxone hydrochloride 0.4 MG/ML Injectable Solution
C-13995008,Amputation of right arm
